Java HotSpot(TM) 64-Bit Server VM (25.221-b11) for windows-amd64 JRE (1.8.0_221-b11), built on Jul  4 2019 04:39:29 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16644816k(3574404k free), swap 41039712k(11202652k free)
CommandLine flags: -XX:-BytecodeVerificationLocal -XX:-BytecodeVerificationRemote -XX:InitialHeapSize=266317056 -XX:+ManagementServer -XX:MaxHeapSize=524288000 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:TieredStopAtLevel=1 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
10.190: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0014246 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.230: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184457K->15017K(281600K), 0.0011771 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.270: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184489K->14985K(281600K), 0.0014743 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.310: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0013451 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.350: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0012664 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.391: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0014465 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.431: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184457K->15017K(281600K), 0.0014864 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
10.472: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184489K->14985K(281600K), 0.0015406 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.515: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0015397 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.558: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184457K->15017K(281600K), 0.0014798 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.601: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184489K->15017K(281600K), 0.0012648 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.643: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184489K->14985K(281600K), 0.0012420 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.686: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0013884 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.728: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0018227 secs] [Times: user=0.08 sys=0.01, real=0.00 secs] 
10.772: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0014051 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.815: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184457K->14985K(281600K), 0.0013217 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.856: [GC (Allocation Failure) [PSYoungGen: 169472K->128K(169984K)] 184457K->15113K(281600K), 0.0011536 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.898: [GC (Allocation Failure) [PSYoungGen: 169600K->0K(169984K)] 184585K->15017K(281600K), 0.0012330 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.945: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0012169 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
10.986: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0014535 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.029: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184489K->15049K(281600K), 0.0013689 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.070: [GC (Allocation Failure) [PSYoungGen: 169504K->64K(169984K)] 184521K->15081K(281600K), 0.0012417 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.118: [GC (Allocation Failure) [PSYoungGen: 169536K->32K(169984K)] 184553K->15049K(281600K), 0.0014773 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.159: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184521K->15049K(281600K), 0.0014134 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.199: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184521K->15017K(281600K), 0.0013644 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.240: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184489K->15049K(281600K), 0.0011712 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.284: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184521K->15017K(281600K), 0.0015300 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.325: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0014962 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.365: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0014231 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.411: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184489K->15049K(281600K), 0.0015191 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.451: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184521K->15017K(281600K), 0.0013003 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.492: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0014075 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.533: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0012264 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.575: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0011555 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.615: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0015524 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.655: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0014288 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.696: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0012160 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.736: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184489K->15017K(281600K), 0.0012651 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.778: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184489K->15049K(281600K), 0.0015506 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.818: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184521K->15017K(281600K), 0.0012607 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.858: [GC (Allocation Failure) [PSYoungGen: 169472K->128K(169984K)] 184489K->15145K(281600K), 0.0011781 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.898: [GC (Allocation Failure) [PSYoungGen: 169600K->32K(169984K)] 184617K->15081K(281600K), 0.0016602 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.938: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184553K->15081K(281600K), 0.0011673 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
11.978: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184553K->15049K(281600K), 0.0014058 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
12.018: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0015061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.059: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0013654 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.099: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0017748 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.140: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0012752 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.181: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0015978 secs] [Times: user=0.02 sys=0.02, real=0.00 secs] 
12.222: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184521K->15081K(281600K), 0.0011568 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.263: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184553K->15049K(281600K), 0.0013492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.303: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0012220 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.346: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0012624 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.388: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184521K->15081K(281600K), 0.0012293 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.431: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184553K->15049K(281600K), 0.0011931 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.472: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0015061 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.514: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0014566 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.556: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184521K->15049K(281600K), 0.0015790 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.599: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184521K->15081K(281600K), 0.0013456 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.648: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184553K->15049K(281600K), 0.0012208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.693: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184521K->15081K(281600K), 0.0011819 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.739: [GC (Allocation Failure) [PSYoungGen: 169503K->32K(169984K)] 184553K->15081K(281600K), 0.0012224 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.788: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184553K->15081K(281600K), 0.0013336 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.833: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184553K->15081K(281600K), 0.0012860 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.876: [GC (Allocation Failure) [PSYoungGen: 169504K->96K(169984K)] 184553K->15145K(281600K), 0.0013487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.924: [GC (Allocation Failure) [PSYoungGen: 169568K->32K(169984K)] 184617K->15113K(281600K), 0.0012908 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
12.967: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184585K->15081K(281600K), 0.0012902 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.018: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0015852 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.062: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0016760 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.105: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014142 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.150: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0012826 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
13.193: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184553K->15113K(281600K), 0.0013048 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.238: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184585K->15081K(281600K), 0.0014460 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.281: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014708 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.324: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0013452 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.368: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184553K->15113K(281600K), 0.0014493 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.414: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184585K->15081K(281600K), 0.0014053 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.458: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184553K->15113K(281600K), 0.0014114 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.502: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184585K->15081K(281600K), 0.0014875 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.556: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014007 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.603: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014100 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
13.652: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0016559 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.694: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014028 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.737: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0014733 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.779: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0015031 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.822: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184553K->15081K(281600K), 0.0016220 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
13.867: [GC (Allocation Failure) [PSYoungGen: 169472K->64K(169984K)] 184553K->15145K(281600K), 0.0014462 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.909: [GC (Allocation Failure) [PSYoungGen: 169536K->0K(169984K)] 184617K->15097K(281600K), 0.0015497 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.953: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0012934 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
13.996: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184569K->15129K(281600K), 0.0012492 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.038: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184601K->15097K(281600K), 0.0014217 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.083: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0015705 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.128: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0015594 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.174: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0014920 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.216: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0013659 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.258: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184569K->15129K(281600K), 0.0011891 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.301: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184601K->15097K(281600K), 0.0015101 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.343: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0014949 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.384: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0011924 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.426: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184569K->15129K(281600K), 0.0011608 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.468: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184601K->15097K(281600K), 0.0014286 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.513: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184569K->15097K(281600K), 0.0012156 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.564: [GC (Allocation Failure) [PSYoungGen: 169472K->160K(169984K)] 184569K->15257K(281600K), 0.0011796 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.607: [GC (Allocation Failure) [PSYoungGen: 169632K->0K(169984K)] 184729K->15129K(281600K), 0.0015969 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.649: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184601K->15129K(281600K), 0.0012313 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.691: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184601K->15161K(281600K), 0.0012504 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.733: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184633K->15129K(281600K), 0.0013740 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.775: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184601K->15129K(281600K), 0.0011589 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
14.819: [GC (Allocation Failure) [PSYoungGen: 169472K->64K(169984K)] 184601K->15193K(281600K), 0.0014994 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.862: [GC (Allocation Failure) [PSYoungGen: 169536K->128K(169984K)] 184665K->15257K(281600K), 0.0013694 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.908: [GC (Allocation Failure) [PSYoungGen: 169600K->0K(169984K)] 184729K->15153K(281600K), 0.0015079 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
14.975: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184625K->15185K(281600K), 0.0015669 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.037: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184657K->15153K(281600K), 0.0013090 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.098: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184625K->15153K(281600K), 0.0012548 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.156: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184625K->15185K(281600K), 0.0013891 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.226: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184657K->15153K(281600K), 0.0012608 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.294: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184625K->15185K(281600K), 0.0014067 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.347: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184657K->15153K(281600K), 0.0012053 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.402: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184625K->15185K(281600K), 0.0014011 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.466: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184657K->15153K(281600K), 0.0011256 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.529: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184625K->15185K(281600K), 0.0012633 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.592: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184657K->15185K(281600K), 0.0011713 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.653: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184657K->15185K(281600K), 0.0012970 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.708: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184657K->15185K(281600K), 0.0011715 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.764: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184657K->15153K(281600K), 0.0014702 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.822: [GC (Allocation Failure) [PSYoungGen: 169472K->64K(169984K)] 184625K->15217K(281600K), 0.0012566 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
15.892: [GC (Allocation Failure) [PSYoungGen: 169536K->64K(169984K)] 184689K->15217K(281600K), 0.0017117 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
15.969: [GC (Allocation Failure) [PSYoungGen: 169536K->0K(169984K)] 184689K->15169K(281600K), 0.0016382 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.040: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184641K->15201K(281600K), 0.0014462 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
16.109: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184673K->15169K(281600K), 0.0015844 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.189: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184641K->15201K(281600K), 0.0013502 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.265: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184673K->15201K(281600K), 0.0016006 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.335: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184673K->15169K(281600K), 0.0014112 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.405: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184641K->15201K(281600K), 0.0014141 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.473: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184673K->15169K(281600K), 0.0014487 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.541: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184641K->15201K(281600K), 0.0014786 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
16.606: [GC (Allocation Failure) [PSYoungGen: 169504K->32K(169984K)] 184673K->15201K(281600K), 0.0011976 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.655: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184673K->15169K(281600K), 0.0012881 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.707: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184641K->15169K(281600K), 0.0012965 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.763: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184641K->15169K(281600K), 0.0013917 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.825: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184641K->15201K(281600K), 0.0012663 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.887: [GC (Allocation Failure) [PSYoungGen: 169504K->64K(169984K)] 184673K->15233K(281600K), 0.0014322 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
16.943: [GC (Allocation Failure) [PSYoungGen: 169536K->0K(169984K)] 184705K->15185K(281600K), 0.0012036 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.001: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184657K->15185K(281600K), 0.0014338 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.060: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184657K->15217K(281600K), 0.0012179 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.125: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184689K->15185K(281600K), 0.0012753 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.181: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184657K->15217K(281600K), 0.0014392 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.232: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184689K->15185K(281600K), 0.0013511 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.279: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184657K->15185K(281600K), 0.0013692 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.344: [GC (Allocation Failure) [PSYoungGen: 169472K->32K(169984K)] 184657K->15217K(281600K), 0.0011360 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.405: [GC (Allocation Failure) [PSYoungGen: 169504K->0K(169984K)] 184689K->15185K(281600K), 0.0012217 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.464: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184657K->15185K(281600K), 0.0015443 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
17.537: [GC (Allocation Failure) [PSYoungGen: 169472K->0K(169984K)] 184657K->15185K(281600K), 0.0012786 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
